time_start,time_end,flshoulder,flarm,flfoot,frshoulder,frarm,frfoot,blshoulder,blarm,blfoot,brshoulder,brarm,brfoot,motion,movement
1780509905.2276046,21941.21303929,33.96765899658203,-1.6251590251922607,86.6223373413086,-38.94484329223633,-0.6299982666969299,82.18999481201172,31.147655487060547,0.4551537036895752,62.67766571044922,-34.44516372680664,-6.005153179168701,66.49000549316406,Stop,Stepping
1780509905.2475803,21941.233209311,33.96751403808594,-1.6253989934921265,86.62255859375,-38.944698333740234,-0.6302541494369507,82.19026184082031,31.14756202697754,0.4548925459384918,62.67798614501953,-34.44506072998047,-6.005387783050537,66.49029541015625,Stop,Stepping
1780509905.2676227,21941.25572249,33.96662521362305,-1.6269477605819702,86.62394714355469,-38.943763732910156,-0.6318311095237732,82.1918716430664,31.146940231323242,0.4532400369644165,62.68003463745117,-34.44440460205078,-6.006868362426758,66.49211120605469,Stop,Stepping
1780509905.2875738,21941.274041785,33.96430587768555,-1.6309841871261597,86.62755584716797,-38.941322326660156,-0.6359450221061707,82.19609832763672,31.14532470703125,0.44892388582229614,62.68537139892578,-34.44269943237305,-6.010735034942627,66.4968490600586,Stop,Stepping
1780509905.3075652,21941.293804256,33.95989990234375,-1.6386420726776123,86.63440704345703,-38.93669509887695,-0.6437661051750183,82.20410919189453,31.14225959777832,0.44072842597961426,62.695518493652344,-34.439456939697266,-6.018066883087158,66.50582885742188,Stop,Stepping
1780509905.3275619,21941.314364939,33.95277786254883,-1.6510155200958252,86.64546966552734,-38.92921447753906,-0.656396746635437,82.21705627441406,31.137306213378906,0.4274989664554596,62.71187973022461,-34.43422317504883,-6.02992057800293,66.5203628540039,Stop,Stepping
1780509905.3475676,21941.341932354,33.942344665527344,-1.669140100479126,86.66167449951172,-38.91825866699219,-0.6749077439308167,82.23602294921875,31.13005256652832,0.40811097621917725,62.73585891723633,-34.42655563354492,-6.047277450561523,66.5416259765625,Stop,Stepping
1780509905.3675618,21941.353549359,33.92802810668945,-1.6940157413482666,86.68389892578125,-38.90321731567383,-0.700309157371521,82.26203918457031,31.120088577270508,0.3815234303474426,62.76872253417969,-34.41603088378906,-6.071101188659668,66.57080841064453,Stop,Stepping
1780509905.3875616,21941.373869395,33.9092903137207,-1.7265667915344238,86.71296691894531,-38.8835334777832,-0.7335436344146729,82.2960433959961,31.1070499420166,0.34672245383262634,62.811729431152344,-34.40224838256836,-6.102256774902344,66.60894012451172,Stop,Stepping
1780509905.4076538,21941.393135246,33.88552474975586,-1.7678616046905518,86.74978637695312,-38.85856246948242,-0.7756970524787903,82.3391342163086,31.09050178527832,0.30261680483818054,62.86618423461914,-34.384769439697266,-6.1417670249938965,66.65727996826172,Stop,Stepping
1780509905.4275563,21941.413249878,33.856468200683594,-1.8183423280715942,86.79475402832031,-38.82802200317383,-0.8272250294685364,82.39175415039062,31.07027244567871,0.24871444702148438,62.932682037353516,-34.36338424682617,-6.190049648284912,66.71629333496094,Stop,Stepping
1780509905.4475436,21941.43725078,33.821441650390625,-1.8791800737380981,86.84886932373047,-38.79121398925781,-0.88932865858078,82.45509338378906,31.04587173461914,0.1837882548570633,63.0126953125,-34.33760070800781,-6.248213291168213,66.78731536865234,Stop,Stepping
1780509905.4675612,21941.453544485,33.780052185058594,-1.9510695934295654,86.91271209716797,-38.7476921081543,-0.9627037644386292,82.52980041503906,31.017026901245117,0.10712823271751404,63.107051849365234,-34.30710983276367,-6.316898822784424,66.87109375,Stop,Stepping
1780509905.4875765,21941.472991547,33.731895446777344,-2.0347156524658203,86.98683166503906,-38.697044372558594,-1.0480666160583496,82.61654663085938,30.98344612121582,0.018003320321440697,63.21660232543945,-34.271602630615234,-6.396755695343018,66.96835327148438,Stop,Stepping
1780509905.5076053,21941.493910898,33.67662048339844,-2.1307053565979004,87.07168579101562,-38.63889694213867,-1.1460036039352417,82.7158432006836,30.944875717163086,-0.08416418731212616,63.34196853637695,-34.2308235168457,-6.488312244415283,67.07968139648438,Stop,Stepping
1780509905.527611,21941.513755781,33.613792419433594,-2.239802122116089,87.1678695678711,-38.57277297973633,-1.2572914361953735,82.82840728759766,30.90100860595703,-0.20015178620815277,63.4840202331543,-34.1844367980957,-6.592285633087158,67.20588684082031,Stop,Stepping
1780509905.5477169,21941.533848143,33.54285430908203,-2.3629581928253174,87.27610778808594,-38.49808883666992,-1.3829073905944824,82.95508575439453,30.8514404296875,-0.3309236168861389,63.64384078979492,-34.13200759887695,-6.709523677825928,67.34789276123047,Stop,Stepping
1780509905.5676074,21941.552903759,33.464237213134766,-2.4994256496429443,87.39563751220703,-38.415279388427734,-1.522063136100769,83.09496307373047,30.796451568603516,-0.4756338596343994,63.820247650146484,-34.07383728027344,-6.8392863273620605,67.50469970703125,Stop,Stepping
1780509905.5875628,21941.573061374,33.37687683105469,-2.6510517597198486,87.5279312133789,-38.323211669921875,-1.6766380071640015,83.24978637695312,30.735294342041016,-0.6361604332923889,64.01542663574219,-34.00912857055664,-6.983267784118652,67.67823791503906,Stop,Stepping
1780509905.607568,21941.593223712,33.2807502746582,-2.8178648948669434,87.67284393310547,-38.22184753417969,-1.8466593027114868,83.41940307617188,30.66792106628418,-0.8124814629554749,64.22916412353516,-33.93782043457031,-7.141445636749268,67.86834716796875,Stop,Stepping
1780509905.6275604,21941.613428862,33.17561721801758,-3.000286340713501,87.83058166503906,-38.11091613769531,-2.0325279235839844,83.60401153564453,30.594144821166992,-1.0049386024475098,64.46170043945312,-33.85971450805664,-7.314151287078857,68.07525634765625,Stop,Stepping
1780509905.6476467,21941.634751859,33.061004638671875,-3.1991159915924072,88.0016098022461,-37.98989486694336,-2.2350594997406006,83.80419921875,30.51361083984375,-1.214287281036377,64.71372985839844,-33.77443313598633,-7.502071380615234,68.29960632324219,Stop,Stepping
1780509905.6675637,21941.653346559,32.9375114440918,-3.413320302963257,88.1848373413086,-37.859397888183594,-2.453176975250244,84.0186538696289,30.426706314086914,-1.4393576383590698,64.98362731933594,-33.682376861572266,-7.704155445098877,68.53995513916016,Stop,Stepping
1780509905.6875618,21941.67276969,32.804080963134766,-3.6447174549102783,88.38155364990234,-37.718292236328125,-2.6887366771698,84.24894714355469,30.332664489746094,-1.6819581985473633,65.27332305908203,-33.582725524902344,-7.922054290771484,68.7980728149414,Stop,Stepping
1780509905.7076073,21941.692989588,32.66085433959961,-3.893066644668579,88.59129333496094,-37.56669998168945,-2.94144606590271,84.49447631835938,30.231552124023438,-1.9416921138763428,65.5820541381836,-33.47554016113281,-8.155409812927246,69.07325744628906,Stop,Stepping
1780509905.7276108,21941.713868586,32.50773620605469,-4.158527851104736,88.81388092041016,-37.40447998046875,-3.2114808559417725,84.75509643554688,30.123247146606445,-2.2186355590820312,65.90962219238281,-33.360694885253906,-8.404316902160645,69.36540222167969,Stop,Stepping
1780509905.7475796,21941.734713875,32.344444274902344,-4.44158935546875,89.04940795898438,-37.23131561279297,-3.4993112087249756,85.0309066772461,30.00752830505371,-2.513164520263672,66.25616455078125,-33.23792266845703,-8.669119834899902,69.67460632324219,Stop,Stepping
1780509905.7675574,21941.753385283,32.171695709228516,-4.7410078048706055,89.29650115966797,-37.04792785644531,-3.803654670715332,85.3203125,29.88484764099121,-2.8238608837127686,66.61965942382812,-33.10771560668945,-8.948540687561035,69.99910736083984,Stop,Stepping
1780509905.787582,21941.773110151,31.987510681152344,-5.060204029083252,89.55760192871094,-36.85218811035156,-4.1279802322387695,85.62618255615234,29.753759384155273,-3.1541364192962646,67.00375366210938,-32.9685173034668,-9.245683670043945,70.34217834472656,Stop,Stepping
1780509905.8075724,21941.792677739,31.793729782104492,-5.396016597747803,89.8297348022461,-36.6460075378418,-4.4690423011779785,85.94503784179688,29.61551284790039,-3.500570297241211,67.404052734375,-32.82164001464844,-9.55747127532959,70.6999282836914,Stop,Stepping
1780509905.8275726,21941.813391751,31.589494705200195,-5.749918460845947,90.11365509033203,-36.428436279296875,-4.828330039978027,86.27780151367188,29.469438552856445,-3.8645551204681396,67.82179260253906,-32.6663703918457,-9.885170936584473,71.07345581054688,Stop,Stepping
1780509905.8475723,21941.835291124,31.37501335144043,-6.121577262878418,90.40867614746094,-36.19966125488281,-5.205494403839111,86.62367248535156,29.31562614440918,-4.245601654052734,68.25596618652344,-32.502784729003906,-10.228341102600098,71.46188354492188,Stop,Stepping
1780509905.8675623,21941.85265799,31.1501407623291,-6.511242866516113,90.71451568603516,-35.95947265625,-5.600771427154541,86.98236083984375,29.153911590576172,-4.643819332122803,68.70626831054688,-32.33069610595703,-10.587111473083496,71.86498260498047,Stop,Stepping
1780509905.8878887,21941.873873573,30.914932250976562,-6.9188385009765625,91.03063201904297,-35.70790100097656,-6.014065265655518,87.3532485961914,28.984262466430664,-5.058990001678467,69.17198181152344,-32.15005874633789,-10.961273193359375,72.28209686279297,Stop,Stepping
1780509905.9075735,21941.893727475,30.66940689086914,-7.344350814819336,91.35649108886719,-35.444908142089844,-6.445361137390137,87.73576354980469,28.80662727355957,-5.490972995758057,69.65248107910156,-31.960786819458008,-11.350703239440918,72.71265411376953,Stop,Stepping
1780509905.9275727,21941.91287492,30.41370964050293,-7.787553787231445,91.69141387939453,-35.17060470581055,-6.894415378570557,88.12909698486328,28.621023178100586,-5.939386367797852,70.14684295654297,-31.762907028198242,-11.75507640838623,73.15587615966797,Stop,Stepping
1780509905.9477272,21941.933179131,30.145788192749023,-8.25201416015625,92.0374526977539,-34.88273620605469,-7.364835739135742,88.53575897216797,28.425884246826172,-6.407710075378418,70.65833282470703,-31.554712295532227,-12.177521705627441,73.61468505859375,Stop,Stepping
1780509905.9676354,21941.953155824,29.871967315673828,-8.726826667785645,92.38601684570312,-34.58804702758789,-7.8455586433410645,88.94563293457031,28.225732803344727,-6.884807109832764,71.17432403564453,-31.341018676757812,-12.608003616333008,74.0777587890625,Stop,Stepping
1780509905.9875672,21941.973068613,29.586193084716797,-9.222496032714844,92.7442626953125,-34.279991149902344,-8.347230911254883,89.36721801757812,28.01607322692871,-7.3811445236206055,71.70567321777344,-31.117013931274414,-13.055961608886719,74.5548324584961,Stop,Stepping
1780509906.0075784,21941.993219831,29.290597915649414,-9.735367774963379,93.10889434814453,-33.960792541503906,-8.866148948669434,89.79669952392578,27.79836082458496,-7.892945289611816,72.24772644042969,-30.884231567382812,-13.517977714538574,75.0417251586914,Stop,Stepping
1780509906.0275662,21942.013167054,28.98528289794922,-10.265286445617676,93.47921752929688,-33.63051986694336,-9.402165412902832,90.2332534790039,27.572586059570312,-8.419931411743164,72.79962921142578,-30.642629623413086,-13.993802070617676,75.53766632080078,Stop,Stepping
1780509906.0475626,21942.033066974,28.6705379486084,-10.811816215515137,93.85426330566406,-33.289424896240234,-9.95482063293457,90.67586517333984,27.33885383605957,-8.961579322814941,73.36029052734375,-30.392324447631836,-14.482950210571289,76.0416488647461,Stop,Stepping
1780509906.0674996,21942.054046601,28.347488403320312,-11.373031616210938,94.23213958740234,-32.93867492675781,-10.522193908691406,91.122314453125,27.097911834716797,-9.515893936157227,73.92709350585938,-30.134078979492188,-14.983622550964355,76.55135345458984,Stop,Stepping
1780509906.0875742,21942.075224641,28.013296127319336,-11.953893661499023,94.61549377441406,-32.57514953613281,-11.109312057495117,91.5758285522461,26.8475341796875,-10.087706565856934,74.50438690185547,-29.865489959716797,-15.500157356262207,77.07062530517578,Stop,Stepping
1780509906.1075835,21942.093129936,27.671010971069336,-12.549159049987793,95.00019073486328,-32.202091217041016,-11.7108736038208,92.03153991699219,26.589885711669922,-10.671756744384766,75.08623504638672,-29.588869094848633,-16.02780532836914,77.59415435791016,Stop,Stepping
1780509906.1275752,21942.113162726,27.32056427001953,-13.158971786499023,95.38570404052734,-31.819393157958984,-12.32706069946289,92.48895263671875,26.32482147216797,-11.268174171447754,75.6722412109375,-29.304033279418945,-16.56665802001953,78.12152862548828,Stop,Stepping
1780509906.1475732,21942.132843975,26.961421966552734,-13.784306526184082,95.77200317382812,-31.426408767700195,-12.95885944366455,92.94806671142578,26.051822662353516,-11.877860069274902,76.26274871826172,-29.010398864746094,-17.11751365661621,78.65303039550781,Stop,Stepping
1780509906.167574,21942.153327918,26.59418487548828,-14.424145698547363,96.15779876708984,-31.023754119873047,-13.605279922485352,93.40745544433594,25.77123260498047,-12.499794006347656,76.85615539550781,-28.708330154418945,-17.679439544677734,79.1872329711914,Stop,Stepping
1780509906.1875818,21942.172814711,26.218994140625,-15.078269958496094,96.54229736328125,-30.611528396606445,-14.26611614227295,93.86624908447266,25.483043670654297,-13.133768081665039,77.45172119140625,-28.397785186767578,-18.252216339111328,79.72340393066406,Stop,Stepping
1780509906.2075553,21942.193580205,25.83810806274414,-15.742778778076172,96.9226303100586,-30.19217872619629,-14.93745231628418,94.32109832763672,25.18888282775879,-13.776000022888184,78.04539489746094,-28.080501556396484,-18.83241081237793,80.25786590576172,Stop,Stepping
1780509906.2275238,21942.213208819,25.447410583496094,-16.42483901977539,97.30223846435547,-29.761123657226562,-15.626581192016602,94.7762222290039,24.88545799255371,-14.433460235595703,78.6430435180664,-27.752910614013672,-19.426301956176758,80.7958984375,Stop,Stepping
1780509906.2475739,21942.233899721,25.049551010131836,-17.119869232177734,97.67780303955078,-29.32124137878418,-16.328868865966797,95.22772216796875,24.57468605041504,-15.101720809936523,79.239990234375,-27.41705894470215,-20.02985382080078,81.3332290649414,Stop,Stepping
1780509906.2675648,21942.253706759,24.646169662475586,-17.824974060058594,98.04718017578125,-28.874300003051758,-17.041473388671875,95.67314147949219,24.257740020751953,-15.778080940246582,79.83332824707031,-27.07419204711914,-20.640609741210938,81.86721801757812,Stop,Stepping
1780509906.2876139,21942.273918472,24.236461639404297,-18.541549682617188,98.41053009033203,-28.41937828063965,-17.765811920166016,96.11273956298828,23.933879852294922,-16.463951110839844,80.42382049560547,-26.723493576049805,-21.259817123413086,82.39852905273438,Stop,Stepping
1780509906.3075726,21942.293366304,23.821861267089844,-19.26706886291504,98.76599884033203,-27.95804214477539,-18.499366760253906,96.54438781738281,23.604124069213867,-17.15699005126953,81.00897979736328,-26.36605453491211,-21.885337829589844,82.92488098144531,Stop,Stepping
1780509906.3275814,21942.312939109,23.399396896362305,-20.006683349609375,99.115478515625,-27.4869441986084,-19.247390747070312,96.97045135498047,23.265995025634766,-17.86222267150879,81.59252166748047,-25.999160766601562,-22.521663665771484,83.4495620727539,Stop,Stepping
1780509906.3474872,21942.335442263,22.974681854248047,-20.750505447387695,99.45375061035156,-27.012325286865234,-19.99993324279785,97.38471984863281,22.923873901367188,-18.57033920288086,82.1662826538086,-25.627553939819336,-23.160371780395508,83.96520233154297,Stop,Stepping
1780509906.3675156,21942.354099676,22.543167114257812,-21.506425857543945,99.78388977050781,-26.52907371520996,-20.765010833740234,97.791015625,22.573989868164062,-19.288997650146484,82.73606872558594,-25.247133255004883,-23.80834197998047,84.47698211669922,Stop,Stepping
1780509906.3875785,21942.373063736,22.105854034423828,-22.272602081298828,100.10440826416016,-26.038284301757812,-21.540803909301758,98.18765258789062,22.217029571533203,-20.016576766967773,83.30001831054688,-24.85860824584961,-24.464078903198242,84.98319244384766,Stop,Stepping
1780509906.4075966,21942.392870108,21.665515899658203,-23.044065475463867,100.4126968383789,-25.543052673339844,-22.322309494018555,98.57147979736328,21.85515022277832,-20.748516082763672,83.85417175292969,-24.464326858520508,-25.12343406677246,85.48023223876953,Stop,Stepping
1780509906.4275856,21942.413117611,21.222370147705078,-23.8203067779541,100.70813751220703,-25.043611526489258,-23.109052658081055,98.94184875488281,21.48844337463379,-21.484498977661133,84.39795684814453,-24.06437110900879,-25.786109924316406,85.96756744384766,Stop,Stepping
1780509906.447575,21942.434227905,20.77570152282715,-24.602418899536133,100.99073028564453,-24.539154052734375,-23.902191162109375,99.2988510131836,21.116230010986328,-22.225788116455078,84.93199920654297,-23.657983779907227,-26.453195571899414,86.44569396972656,Stop,Stepping
1780509906.4675758,21942.454980686,20.32611656188965,-25.389177322387695,101.2595443725586,-24.030353546142578,-24.70049476623535,99.64141845703125,20.738920211791992,-22.97138214111328,85.4552001953125,-23.2456111907959,-27.123769760131836,86.91360473632812,Stop,Stepping
1780509906.4875796,21942.473802343,19.87409782409668,-26.179542541503906,101.51383972167969,-23.517751693725586,-25.50296401977539,99.96868133544922,20.356826782226562,-23.720537185668945,85.96671295166016,-22.827594757080078,-27.797134399414062,87.37054443359375,Stop,Stepping
1780509906.5076058,21942.493722549,19.41921615600586,-26.974058151245117,101.75334930419922,-23.000865936279297,-26.310163497924805,100.28043365478516,19.969514846801758,-24.473974227905273,86.46674346923828,-22.403430938720703,-28.473888397216797,87.81659698486328,Stop,Stepping
1780509906.527584,21942.512619508,18.964017868041992,-27.76804542541504,101.976318359375,-22.482601165771484,-27.117366790771484,100.57450103759766,19.579076766967773,-25.22747230529785,86.95219421386719,-21.975412368774414,-29.150243759155273,88.2490234375,Stop,Stepping
1780509906.5475845,21942.533286236,18.50680923461914,-28.564218521118164,102.18321228027344,-21.961027145385742,-27.927364349365234,100.85157775878906,19.183998107910156,-25.983863830566406,87.42472839355469,-21.541872024536133,-29.828685760498047,88.66923522949219,Stop,Stepping
1780509906.567581,21942.553114235,18.048954010009766,-29.359920501708984,102.37301635742188,-21.437721252441406,-28.73745346069336,101.11038208007812,18.7853946685791,-26.740846633911133,87.88265991210938,-21.10403823852539,-30.50714111328125,89.07572174072266,Stop,Stepping
1780509906.5875812,21942.574018659,17.590402603149414,-30.154979705810547,102.54540252685547,-20.912633895874023,-29.547483444213867,101.35061645507812,18.38317108154297,-27.498498916625977,88.32587432861328,-20.661794662475586,-31.185644149780273,89.46832275390625,Stop,Stepping
1780509906.6076112,21942.59312968,17.13128662109375,-30.948854446411133,102.69998168945312,-20.385936737060547,-30.35690689086914,101.57178497314453,17.977386474609375,-28.256547927856445,88.75399780273438,-20.215211868286133,-31.863935470581055,89.84672546386719,Stop,Stepping
1780509906.6275854,21942.613046915,16.673704147338867,-31.73761558532715,102.83580780029297,-19.860057830810547,-31.161727905273438,101.77265930175781,17.569869995117188,-29.011484146118164,89.16497039794922,-19.766294479370117,-32.53883743286133,90.20906066894531,Stop,Stepping
1780509906.6475785,21942.634105722,16.216218948364258,-32.52342987060547,102.9531021118164,-19.333375930786133,-31.964149475097656,101.95365142822266,17.15931510925293,-29.765609741210938,89.56001281738281,-19.313615798950195,-33.21240997314453,90.5563735961914,Stop,Stepping
1780509906.6675818,21942.655317727,15.759787559509277,-33.30433654785156,103.05140686035156,-18.807010650634766,-32.762142181396484,102.11409759521484,16.74655532836914,-30.517271041870117,89.93814086914062,-18.85809326171875,-33.88313674926758,90.88780975341797,Stop,Stepping
1780509906.687627,21942.672876958,15.304932594299316,-34.079105377197266,103.13044738769531,-18.281597137451172,-33.55445861816406,102.25367736816406,16.332050323486328,-31.265522003173828,90.29887390136719,-18.400239944458008,-34.55016326904297,91.2029037475586,Stop,Stepping
1780509906.707625,21942.692703063,14.851827621459961,-34.84710693359375,103.1900863647461,-17.757366180419922,-34.34043884277344,102.3721923828125,15.91595458984375,-32.00996398925781,90.64200592041016,-17.940231323242188,-35.21312713623047,91.50148010253906,Stop,Stepping
1780509906.7275755,21942.712986706,14.40088939666748,-35.607322692871094,103.23018646240234,-17.234834671020508,-35.1190071105957,102.46943664550781,15.4986572265625,-32.74980926513672,90.96723175048828,-17.478504180908203,-35.87129592895508,91.78324890136719,Stop,Stepping
1780509906.7476337,21942.732934312,13.952478408813477,-36.35879898071289,103.25069427490234,-16.71445083618164,-35.889183044433594,102.54531860351562,15.080497741699219,-33.48432540893555,91.27425384521484,-17.015445709228516,-36.524024963378906,92.04795837402344,Stop,Stepping
1780509906.7675948,21942.753254276,13.506952285766602,-37.100650787353516,103.25160217285156,-16.196664810180664,-36.649993896484375,102.5997543334961,14.66183853149414,-34.21281433105469,91.56290435791016,-16.551464080810547,-37.17068099975586,92.29546356201172,Stop,Stepping
1780509906.7875752,21942.772976611,13.064804077148438,-37.83173751831055,103.23300170898438,-15.682085037231445,-37.40026092529297,102.63278198242188,14.243167877197266,-34.93433380126953,91.83294677734375,-16.087116241455078,-37.81041717529297,92.5255355834961,Stop,Stepping
1780509906.8076327,21942.793176342,12.625999450683594,-38.551815032958984,103.19498443603516,-15.170717239379883,-38.13970184326172,102.64449310302734,13.82449722290039,-35.648780822753906,92.08448791503906,-15.622419357299805,-38.443138122558594,92.73829650878906,Stop,Stepping
1780509906.8275886,21942.812505491,12.191018104553223,-39.259849548339844,103.13773345947266,-14.663146018981934,-38.8671875,102.63501739501953,13.406320571899414,-36.3552360534668,92.31737518310547,-15.157939910888672,-39.06802749633789,92.93360900878906,Stop,Stepping
1780509906.8476253,21942.832786628,11.760581970214844,-39.95438766479492,103.06156921386719,-14.160261154174805,-39.58121109008789,102.60459899902344,12.989398002624512,-37.05237579345703,92.53140258789062,-14.694536209106445,-39.683921813964844,93.11134338378906,Stop,Stepping
1780509906.8675838,21942.852841482,11.334332466125488,-40.635799407958984,102.96668243408203,-13.661677360534668,-40.28209686279297,102.55348205566406,12.573442459106445,-37.740631103515625,92.72698211669922,-14.231902122497559,-40.29119873046875,93.2718276977539,Stop,Stepping
1780509906.8875968,21942.87250158,10.912256240844727,-41.303890228271484,102.85331726074219,-13.167418479919434,-40.96958923339844,102.48193359375,12.158500671386719,-38.41987228393555,92.90426635742188,-13.770100593566895,-40.88975524902344,93.41524505615234,Stop,Stepping
1780509906.9075937,21942.893052941,10.496417045593262,-41.95521545410156,102.72240447998047,-12.679938316345215,-41.64011001586914,102.39067840576172,11.746683120727539,-39.086639404296875,93.062744140625,-13.311503410339355,-41.47654342651367,93.54119110107422,Stop,Stepping
1780509906.927597,21942.913196869,10.085038185119629,-42.59242248535156,102.57377624511719,-12.197195053100586,-42.29634094238281,102.27976989746094,11.336325645446777,-39.7436408996582,93.20336151123047,-12.854267120361328,-42.05396270751953,93.65048217773438,Stop,Stepping
1780509906.9476511,21942.932825439,9.679152488708496,-43.21378707885742,102.40819549560547,-11.720433235168457,-42.93645095825195,102.14986419677734,10.9285306930542,-40.38909912109375,93.32610321044922,-12.399641990661621,-42.62046432495117,93.74315643310547,Stop,Stepping
1780509906.9676416,21942.952846454,9.279437065124512,-43.81818389892578,102.22640228271484,-11.250489234924316,-43.55923843383789,102.00172424316406,10.524087905883789,-41.02180862426758,93.43112182617188,-11.948517799377441,-43.17499542236328,93.81938934326172,Stop,Stepping
1780509906.987593,21942.972833315,8.88564395904541,-44.40596008300781,102.02883911132812,-10.787102699279785,-44.16500473022461,101.83580780029297,10.122840881347656,-41.64205551147461,93.51890563964844,-11.50074577331543,-43.71784591674805,93.87965393066406,Stop,Stepping
1780509907.0077343,21942.992927799,8.495922088623047,-44.97978210449219,101.81495666503906,-10.328132629394531,-44.7564811706543,101.6517562866211,9.722997665405273,-42.25262451171875,93.59015655517578,-11.05433177947998,-44.25144958496094,93.92449951171875,Stop,Stepping
1780509907.0275965,21943.012806755,8.116446495056152,-45.53064727783203,101.58882904052734,-9.880879402160645,-45.32432556152344,101.45323181152344,9.331015586853027,-42.84379959106445,93.64435577392578,-10.616508483886719,-44.767330169677734,93.95374298095703,Stop,Stepping
1780509907.0475917,21943.03286178,7.7416276931762695,-46.06678009033203,101.34789276123047,-9.438796043395996,-45.876983642578125,101.23812866210938,8.941261291503906,-43.42422103881836,93.682861328125,-10.180998802185059,-45.273094177246094,93.96843719482422,Stop,Stepping
1780509907.0676084,21943.05285925,7.373501777648926,-46.58527374267578,101.09394836425781,-9.004307746887207,-46.41144561767578,101.00813293457031,8.555947303771973,-43.99067306518555,93.70587921142578,-9.750290870666504,-45.76591873168945,93.96883392333984,Stop,Stepping
1780509907.0875788,21943.072872098,7.012650489807129,-47.08546447753906,100.82809448242188,-8.578139305114746,-46.92695617675781,100.7643814086914,8.175812721252441,-44.542213439941406,93.71395111083984,-9.325227737426758,-46.24504089355469,93.95548248291016,Stop,Stepping
1780509907.107585,21943.092904883,6.658605575561523,-47.56816864013672,100.55069732666016,-8.159754753112793,-47.42436218261719,100.50730895996094,7.8004841804504395,-45.07955551147461,93.70764923095703,-8.90540599822998,-46.71110153198242,93.92893981933594,Stop,Stepping
1780509907.1275826,21943.113274891,6.3118696212768555,-48.03285598754883,100.26286315917969,-7.749782085418701,-47.903072357177734,100.23806762695312,7.430623531341553,-45.601932525634766,93.68758392333984,-8.4915771484375,-47.16345977783203,93.88976287841797,Stop,Stepping
1780509907.1475909,21943.134286586,5.972410678863525,-48.479820251464844,99.96531677246094,-7.348206996917725,-48.363365173339844,99.95742797851562,7.066326141357422,-46.109413146972656,93.65436553955078,-8.083867073059082,-47.602210998535156,93.83855438232422,Stop,Stepping
1780509907.1675937,21943.152738189,5.640478134155273,-48.908966064453125,99.65904998779297,-6.955348968505859,-48.80513381958008,99.66642761230469,6.707991123199463,-46.60166931152344,93.60865783691406,-7.682734966278076,-48.027103424072266,93.77597045898438,Stop,Stepping
1780509907.1875942,21943.172754611,5.316043853759766,-49.320613861083984,99.34481048583984,-6.571195125579834,-49.228694915771484,99.36593627929688,6.355715751647949,-47.07879638671875,93.55111694335938,-7.288297653198242,-48.43825912475586,93.70262145996094,Stop,Stepping
1780509907.2075934,21943.192910547,4.999495506286621,-49.714576721191406,99.02379608154297,-6.196226119995117,-49.63383102416992,99.05713653564453,6.010056495666504,-47.54032516479492,93.4825210571289,-6.901193618774414,-48.83528518676758,93.61922454833984,Stop,Stepping
1780509907.227594,21943.212767708,4.69059944152832,-50.09149932861328,98.69661712646484,-5.830185890197754,-50.021202087402344,98.74073028564453,5.670891284942627,-47.9866828918457,93.40347290039062,-6.521298408508301,-49.2186279296875,93.52641296386719,Stop,Stepping
1780509907.2475913,21943.232580088,4.389712333679199,-50.451271057128906,98.36446380615234,-5.473513126373291,-50.39070129394531,98.4179916381836,5.338742256164551,-48.41747283935547,93.31481170654297,-6.14920711517334,-49.58795928955078,93.4249496459961,Stop,Stepping
